Iteration;ELBO
786;-165.4392029779649
787;-165.43910094961257
788;-165.43899878695584
789;-165.4388964898319
790;-165.43879405809867
791;-165.43869149158741
792;-165.43858879015943
793;-165.43848595365739
794;-165.43838298192577
795;-165.43827987480813
796;-165.43817663215509
797;-165.43807325381408
798;-165.43796973961776
799;-165.43786608942673
800;-165.43776230307367
801;-165.43765838039803
802;-165.43755432125226
803;-165.43745012546947
804;-165.43734579290799
805;-165.43724132338866
806;-165.43713671676528
807;-165.43703197287323
808;-165.43692709155948
809;-165.4368220726567
810;-165.43671691600912
811;-165.43661162145327
812;-165.43650618883044
813;-165.43640061798033
814;-165.43629490873923
815;-165.43618906094457
816;-165.43608307443833
817;-165.4359769490477
818;-165.43587068460988
819;-165.43576428096594
820;-165.43565773795171
821;-165.43555105539781
822;-165.43544423314052
823;-165.43533727101521
824;-165.43523016885092
825;-165.43512292649029
826;-165.43501554375757
827;-165.43490802048473
828;-165.43480035651305
829;-165.43469255166019
830;-165.43458460577062
831;-165.43447651866609
832;-165.43436829017696
833;-165.4342599201384
834;-165.43415140838579
835;-165.43404275472903
836;-165.43393395901126
837;-165.43382502105487
838;-165.43371594069026
839;-165.43360671773439
840;-165.43349735202878
841;-165.43338784338971
842;-165.43327819164892
843;-165.43316839662725
844;-165.43305845815325
845;-165.4329483760423
846;-165.43283815013592
847;-165.43272778023697
848;-165.43261726618562
849;-165.43250660779449
850;-165.43239580488398
851;-165.4322848572865
852;-165.43217376480652
853;-165.43206252728601
854;-165.43195114452919
855;-165.43183961635873
856;-165.43172794259681
857;-165.43161612306267
858;-165.43150415757623
859;-165.4313920459465
860;-165.43127978799885
861;-165.43116738354956
862;-165.4310548324147
863;-165.43094213440895
864;-165.43082928935064
865;-165.43071629704878
866;-165.43060315732487
867;-165.43048986998906
868;-165.43037643485627
869;-165.43026285173801
870;-165.430149120441
871;-165.4300352407929
872;-165.42992121259658
873;-165.42980703565968
874;-165.42969270980052
875;-165.42957823482857
876;-165.42946361055124
877;-165.42934883678186
878;-165.42923391332124
879;-165.42911883997817
880;-165.42900361657189
881;-165.4288882428898
882;-165.42877271876068
883;-165.42865704396945
884;-165.42854121833852
885;-165.42842524167099
886;-165.42830911376109
887;-165.42819283442918
888;-165.42807640345859
889;-165.42795982067491
890;-165.42784308586602
891;-165.42772619883635
892;-165.42760915939084
893;-165.4274919673303
894;-165.42737462245645
895;-165.42725712456445
896;-165.42713947346238
897;-165.42702166894242
898;-165.42690371080562
899;-165.42678559885394
900;-165.42666733288161
901;-165.42654891267921
902;-165.42643033805234
903;-165.42631160879523
904;-165.42619272470029
905;-165.42607368556583
906;-165.42595449118971
907;-165.4258351413614
908;-165.42571563586989
909;-165.42559597451805
910;-165.42547615708804
911;-165.42535618338184
912;-165.42523605318456
913;-165.42511576628908
914;-165.42499532248098
915;-165.42487472156063
916;-165.42475396330497
917;-165.424633047508
918;-165.42451197396235
919;-165.42439074244226
920;-165.42426935275012
921;-165.42414780466197
922;-165.42402609796636
923;-165.4239042324516
924;-165.42378220789942
925;-165.42366002409335
926;-165.42353768082535
927;-165.42341517786554
928;-165.42329251500473
929;-165.42316969202716
930;-165.42304670870385
931;-165.42292355559402
932;-165.42280026016761
933;-165.42267679451447
934;-165.42255316764044
935;-165.42242937932906
936;-165.42230542935249
937;-165.42218131749269
938;-165.42205704351613
939;-165.42193260721842
940;-165.42180800836195
941;-165.42168324672207
942;-165.42155832207891
943;-165.42143323420669
944;-165.42130798286394
945;-165.42118256784556
946;-165.42105698891055
947;-165.42093124583607
948;-165.4208053383818
949;-165.42067926632967
950;-165.420553029443
951;-165.42042662749986
952;-165.42030006025993
953;-165.42017332749083
954;-165.42004642897268
955;-165.41991936446038
956;-165.41979213372042
957;-165.41966473652701
958;-165.41953717264187
959;-165.41940944182693
960;-165.41928154384618
961;-165.41915347846066
962;-165.4190252454423
963;-165.4188968445435
964;-165.41876827552846
965;-165.41863953816187
966;-165.41851063219246
967;-165.41838155739424
968;-165.41825231351731
969;-165.41812290032567
970;-165.41799331756806
971;-165.41786356501325
972;-165.41773364240476
973;-165.41760354950952
974;-165.4174732860763
975;-165.41734285186203
976;-165.41721224662001
977;-165.41708147010013
978;-165.41695052206614
979;-165.41681940225089
980;-165.41668811042587
981;-165.4165566463339
982;-165.41642500971079
983;-165.41629320032371
984;-165.41616121792504
985;-165.41602906224625
986;-165.41589673304816
987;-165.41576423006472
988;-165.41563155305107
989;-165.41549870175027
990;-165.41536567591311
991;-165.41523247527061
992;-165.41509909957608
993;-165.41496554857167
994;-165.41483182199045
995;-165.41469791958184
996;-165.41456384108437
997;-165.41442958624043
998;-165.41429515478671
999;-165.41416054645856
1000;-165.41402576099722
1001;-165.41389079814462
1002;-165.4137556576261
1003;-165.41362033919017
1004;-165.41348484257264
1005;-165.41334916748679
1006;-165.41321331368681
1007;-165.41307728090101
1008;-165.41294106885744
1009;-165.41280467729575
1010;-165.41266810594129
1011;-165.41253135452166
1012;-165.41239442290271
1013;-165.41225731054055
1014;-165.41212001718782
1015;-165.41198254280948
1016;-165.41184488701197
1017;-165.41170704951833
1018;-165.4115690300539
1019;-165.41143082833764
1020;-165.41129244410649
1021;-165.41115387707782
1022;-165.411015126969
1023;-165.41087619350537
1024;-165.41073707641112
1025;-165.41059777540431
1026;-165.41045829019527
1027;-165.4103186205125
1028;-165.41017876606952
1029;-165.41003872659212
1030;-165.40989850177971
1031;-165.4097580913658
1032;-165.40961749505232
1033;-165.4094767125589
1034;-165.40933574359224
1035;-165.40919458788358
1036;-165.40905324512346
1037;-165.40891171503267
1038;-165.40876999732177
1039;-165.40862809169357
1040;-165.40848599786455
1041;-165.40834371553933
1042;-165.40820124442325
1043;-165.40805858422709
1044;-165.40791573464526
1045;-165.40777269540149
1046;-165.4076294661877
1047;-165.40748604670398
1048;-165.40734243665906
1049;-165.40719863575509
1050;-165.40705464368966
1051;-165.40691046016127
1052;-165.40676608487092
1053;-165.4066215175194
1054;-165.40647675780338
1055;-165.40633180541613
1056;-165.40618666005935
1057;-165.40604132141493
1058;-165.4058957891923
1059;-165.40575006308063
1060;-165.40560414277411
1061;-165.40545802795509
1062;-165.40531171832549
1063;-165.40516521357267
1064;-165.40501851338036
1065;-165.40487161744136
1066;-165.40472452544554
1067;-165.40457723707982
1068;-165.40442975202495
1069;-165.40428206996557
1070;-165.40413419059655
1071;-165.40398611359274
1072;-165.40383783863695
1073;-165.40368936540494
1074;-165.40354069359364
1075;-165.40339182287016
1076;-165.40324275291937
1077;-165.4030934834152
1078;-165.40294401403935
1079;-165.40279434446143
1080;-165.40264447436562
1081;-165.40249440342063
1082;-165.40234413129861
1083;-165.40219365768053
1084;-165.40204298222716
1085;-165.40189210462336
1086;-165.4017410245292
1087;-165.40158974161432
1088;-165.40143825555174
1089;-165.40128656600768
1090;-165.40113467264473
1091;-165.40098257512955
1092;-165.40083027313085
1093;-165.40067776631372
1094;-165.40052505433346
1095;-165.40037213685696
1096;-165.4002190135468
1097;-165.40006568405897
1098;-165.39991214805536
1099;-165.39975840519014
1100;-165.39960445512634
1101;-165.39945029751721
1102;-165.39929593201919
1103;-165.39914135828781
1104;-165.39898657597064
1105;-165.39883158472571
1106;-165.39867638420105
1107;-165.39852097405833
1108;-165.39836535393215
1109;-165.398209523481
1110;-165.3980534823495
1111;-165.39789723018498
1112;-165.39774076663298
1113;-165.39758409133697
1114;-165.3974272039402
1115;-165.39727010408774
1116;-165.39711279141898
1117;-165.39695526557239
1118;-165.39679752619691
1119;-165.3966395729185
1120;-165.39648140538611
1121;-165.39632302323639
1122;-165.39616442609668
1123;-165.39600561360817
1124;-165.39584658540025
1125;-165.39568734111276
1126;-165.39552788037327
1127;-165.39536820281205
1128;-165.39520830805623
1129;-165.39504819573881
1130;-165.39488786548031
1131;-165.39472731691353
1132;-165.39456654966421
1133;-165.39440556335762
1134;-165.39424435760816
1135;-165.39408293204838
1136;-165.39392128629765
1137;-165.39375941997582
1138;-165.39359733269634
1139;-165.39343502408042
1140;-165.3932724937481
1141;-165.39310974131172
1142;-165.39294676638701
1143;-165.39278356858631
1144;-165.39262014752057
1145;-165.39245650281077
1146;-165.39229263405514
1147;-165.39212854087214
1148;-165.39196422286636
1149;-165.39179967964128
1150;-165.39163491080603
1151;-165.39146991596954
1152;-165.39130469473093
1153;-165.39113924669459
1154;-165.39097357145965
1155;-165.39080766862094
1156;-165.39064153779555
1157;-165.39047517856466
1158;-165.39030859053514
1159;-165.39014177329227
1160;-165.38997472643632
1161;-165.38980744956234
1162;-165.38963994225946
1163;-165.38947220412092
1164;-165.38930423473607
1165;-165.38913603368792
1166;-165.38896760057901
1167;-165.3887989349812
1168;-165.3886300364843
1169;-165.38846090467337
1170;-165.38829153912229
1171;-165.38812193942067
1172;-165.38795210515036
1173;-165.38778203589141
1174;-165.3876117312218
1175;-165.38744119069906
1176;-165.38727041393031
1177;-165.38709940047033
1178;-165.38692814989076
1179;-165.38675666177028
1180;-165.38658493567732
1181;-165.38641297117852
1182;-165.38624076784981
1183;-165.38606832524852
1184;-165.38589564294375
1185;-165.38572272049987
1186;-165.38554955747736
1187;-165.38537615344467
1188;-165.38520250795364
1189;-165.38502862057589
1190;-165.38485449085442
1191;-165.38468011835334
1192;-165.38450550262473
1193;-165.3843306432293
1194;-165.38415553971095
1195;-165.38398019162742
1196;-165.38380459852124
1197;-165.38362875995244
1198;-165.38345267545947
1199;-165.38327634458619
1200;-165.38309976688765
1201;-165.38292294189887
1202;-165.38274586916691
1203;-165.38256854822657
1204;-165.38239097862743
1205;-165.38221315989426
1206;-165.38203509157552
1207;-165.38185677319302
1208;-165.3816782042918
1209;-165.38149938439938
1210;-165.38132031304735
1211;-165.38114098976166
1212;-165.38096141407595
1213;-165.38078158551457
1214;-165.3806015036032
1215;-165.38042116786687
1216;-165.38024057782286
1217;-165.38005973299846
1218;-165.37987863291869
1219;-165.37969727708924
1220;-165.37951566503421
1221;-165.37933379627543
1222;-165.37915167030997
1223;-165.37896928666896
1224;-165.37878664484447
1225;-165.37860374436241
1226;-165.37842058471983
1227;-165.37823716542425
1228;-165.37805348598795
1229;-165.37786954590842
1230;-165.37768534469251
1231;-165.37750088183657
1232;-165.37731615683674
1233;-165.37713116919417
1234;-165.37694591841296
