Iteration;ELBO
1034;-172.38562743888542
1035;-172.38555921652028
1036;-172.38549092309427
1037;-172.38542255854418
1038;-172.38535412280066
1039;-172.38528561579346
1040;-172.38521703747801
1041;-172.38514838776928
1042;-172.38507966661314
1043;-172.38501087395048
1044;-172.38494200970172
1045;-172.38487307382002
1046;-172.3848040662283
1047;-172.3847349868654
1048;-172.38466583566378
1049;-172.38459661255933
1050;-172.38452731749453
1051;-172.38445795038865
1052;-172.38438851119281
1053;-172.38431899982515
1054;-172.38424941623475
1055;-172.38417976035203
1056;-172.38411003209717
1057;-172.38404023141925
1058;-172.38397035824869
1059;-172.38390041251364
1060;-172.3838303941568
1061;-172.3837603031111
1062;-172.38369013930287
1063;-172.38361990266003
1064;-172.38354959312483
1065;-172.38347921063405
1066;-172.38340875511381
1067;-172.38333822649406
1068;-172.38326762471593
1069;-172.3831969497046
1070;-172.38312620138959
1071;-172.38305537971405
1072;-172.38298448460228
1073;-172.38291351598787
1074;-172.38284247379693
1075;-172.38277135797148
1076;-172.38270016843285
1077;-172.38262890512578
1078;-172.38255756796639
1079;-172.38248615688804
1080;-172.38241467183093
1081;-172.38234311272004
1082;-172.38227147948396
1083;-172.38219977205745
1084;-172.38212799036864
1085;-172.38205613435071
1086;-172.38198420393246
1087;-172.38191219903706
1088;-172.38184011959834
1089;-172.38176796555058
1090;-172.38169573681603
1091;-172.38162343333306
1092;-172.38155105503506
1093;-172.38147860182698
1094;-172.38140607365995
1095;-172.38133347045459
1096;-172.38126079214339
1097;-172.38118803865268
1098;-172.38111520990606
1099;-172.38104230583895
1100;-172.38096932638155
1101;-172.38089627145678
1102;-172.38082314098961
1103;-172.38074993491523
1104;-172.3806766531618
1105;-172.38060329564632
1106;-172.38052986230332
1107;-172.38045635306526
1108;-172.380382767848
1109;-172.38030910658335
1110;-172.38023536920741
1111;-172.38016155563264
1112;-172.38008766579105
1113;-172.3800136996133
1114;-172.37993965702481
1115;-172.37986553794235
1116;-172.37979134229772
1117;-172.37971707001907
1118;-172.37964272103136
1119;-172.37956829525956
1120;-172.37949379262704
1121;-172.37941921306196
1122;-172.37934455648974
1123;-172.37926982283307
1124;-172.37919501201645
1125;-172.37912012396691
1126;-172.37904515861123
1127;-172.37897011587233
1128;-172.37889499566882
1129;-172.3788197979311
1130;-172.37874452257915
1131;-172.37866916953976
1132;-172.37859373873539
1133;-172.37851823009464
1134;-172.37844264353294
1135;-172.37836697897865
1136;-172.37829123634765
1137;-172.37821541557878
1138;-172.37813951658381
1139;-172.37806353927954
1140;-172.37798748359933
1141;-172.37791134945905
1142;-172.37783513679324
1143;-172.37775884550615
1144;-172.37768247552526
1145;-172.3776060267835
1146;-172.37752949918786
1147;-172.37745289266718
1148;-172.37737620714711
1149;-172.37729944253851
1150;-172.37722259877614
1151;-172.37714567576904
1152;-172.37706867344036
1153;-172.37699159171461
1154;-172.37691443050448
1155;-172.3768371897479
1156;-172.37675986934573
1157;-172.37668246922362
1158;-172.37660498930404
1159;-172.37652742950991
1160;-172.37644978974936
1161;-172.37637206995578
1162;-172.37629427004185
1163;-172.37621638991959
1164;-172.37613842952487
1165;-172.3760603887647
1166;-172.37598226755881
1167;-172.37590406582285
1168;-172.37582578348633
1169;-172.37574742045399
1170;-172.37566897665761
1171;-172.37559045200464
1172;-172.37551184641234
1173;-172.37543315980474
1174;-172.3753543920966
1175;-172.37527554320923
1176;-172.37519661304941
1177;-172.37511760154234
1178;-172.37503850860321
1179;-172.37495933414857
1180;-172.37488007809566
1181;-172.37480074035875
1182;-172.3747213208585
1183;-172.37464181950281
1184;-172.37456223621189
1185;-172.37448257091023
1186;-172.37440282349962
1187;-172.37432299389911
1188;-172.37424308203049
1189;-172.37416308780371
1190;-172.37408301113078
1191;-172.37400285193257
1192;-172.37392261011973
1193;-172.373842285612
1194;-172.37376187831137
1195;-172.37368138815032
1196;-172.37360081502948
1197;-172.37352015886063
1198;-172.37343941956988
1199;-172.37335859705786
1200;-172.37327769124977
1201;-172.37319670204488
1202;-172.37311562937248
1203;-172.37303447313161
1204;-172.37295323323929
1205;-172.3728719096141
1206;-172.37279050216284
1207;-172.37270901080001
1208;-172.37262743542647
1209;-172.372545775974
1210;-172.37246403233257
1211;-172.37238220442759
1212;-172.37230029216812
1213;-172.37221829546365
1214;-172.37213621422802
1215;-172.37205404836322
1216;-172.37197179779264
1217;-172.37188946241872
1218;-172.3718070421537
1219;-172.37172453690528
1220;-172.37164194658862
1221;-172.37155927111121
1222;-172.37147651037958
1223;-172.37139366431302
1224;-172.37131073280534
1225;-172.37122771578561
1226;-172.37114461314127
1227;-172.37106142478933
1228;-172.37097815064385
1229;-172.37089479060955
1230;-172.37081134459277
1231;-172.37072781250731
1232;-172.37064419425269
1233;-172.37056048974
1234;-172.37047669888057
1235;-172.3703928215748
1236;-172.37030885773788
1237;-172.37022480726887
1238;-172.37014067008772
1239;-172.37005644608575
